mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version,llm_topic_relevance,llm_relevance_reason,llm_has_stance,llm_stance_label,llm_stance_target,llm_stance_reason,llm_discussion_potential,llm_discussion_reason,llm_final_keep_model,llm_final_keep,llm_final_keep_reason,llm_confidence,llm_needs_human_review,llm_model,llm_response_id,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_error,llm_processed_at,llm_row_key
Facebook:post:pfbid035d8n7SqQF5jEjYFEVqZTyEfCEq5bWhkBQG86XVRXSgYRxstgBp9bmttVCCqzAbful,Facebook:post:pfbid035d8n7SqQF5jEjYFEVqZTyEfCEq5bWhkBQG86XVRXSgYRxstgBp9bmttVCCqzAbful,pfbid035d8n7SqQF5jEjYFEVqZTyEfCEq5bWhkBQG86XVRXSgYRxstgBp9bmttVCCqzAbful,Facebook,post,fb_message_data.txt,https://www.facebook.com/nathan.delcid.52/posts/pfbid035d8n7SqQF5jEjYFEVqZTyEfCEq5bWhkBQG86XVRXSgYRxstgBp9bmttVCCqzAbful?__cft__[0]=AZZeJv3m-pqiLi2D1EuLsavMVepMoG85kx9ccJEMdkNXlq7VDQmGngQ5_eCuARikJtDmzxKsb36tEOpFKnSHMdYX0LqK1_C62TApPbqkLpW-ijBNQ97-sbGsgOTFoKYF0Dy6Ff4Q6SL8CVzS_5P6Y3luIxYxHxe4IcjuXnCuWe_5YnctGGmhVKixFVago4Cc1Rk&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,credit report,Dispute myth busted: You cannot just dispute anything on your credit report and have it removed._Here's what's actually true:_You CAN dispute:…,2026-06-24T00:16:55+00:00,en,0,0,0,-1,,nathan.delcid.52,Nathan Del Cid,,0,true,true,false,25,false,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 796 (char 795)",2026-07-12T02:03:10,8acbbd21b0b3b2b397dd98569f83ffbc54f5768c
Facebook:post:pfbid02ZtNx3UfcfX2qPUxVNbeLeZNw6Y6X5UMVgkPwKx5LTLpotUR7Qcn5Kpaq3sRF85r6l,Facebook:post:pfbid02ZtNx3UfcfX2qPUxVNbeLeZNw6Y6X5UMVgkPwKx5LTLpotUR7Qcn5Kpaq3sRF85r6l,pfbid02ZtNx3UfcfX2qPUxVNbeLeZNw6Y6X5UMVgkPwKx5LTLpotUR7Qcn5Kpaq3sRF85r6l,Facebook,post,fb_message_data.txt,https://www.facebook.com/VentuRank/posts/pfbid02ZtNx3UfcfX2qPUxVNbeLeZNw6Y6X5UMVgkPwKx5LTLpotUR7Qcn5Kpaq3sRF85r6l?__cft__[0]=AZa9VRjhnNPLewQuLpg8ZAW0aE_P9AjM5s8QrlULif9ezeQ5mhz6tKfL2hU7Ud1_8VKF75AIdT2mnyZFH578zis-NuLnOFoO6BX5d42AdzIe2mB8pCameSUcbeRziwPdCNKI5R9fqtvXy-Z7igmNsP5Ii6V7yccIAfdVHUprNlLbNnVXdCpnORFQ8rWxg4GPMAw&__tn__=%2CO%2CP-R,,,是否应恢复或强化网络中立性规则？,net neutrality,Support Startups for Net Neutrality _ _,2026-06-16T18:55:00+00:00,en,0,0,0,-1,,VentuRank,VentuRank,,0,true,true,false,7,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 900 (char 899)",2026-07-12T02:11:40,e35d8fd2eb45ab582d7494bf1ccc0f9789ae5a4c
X:post:2066204031651873094,X:post:2066204031651873094,2066204031651873094,X,post,x_message_data.txt,https://x.com/DigitalDurham/status/2066204031651873094,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Smishing, vishing, and phishing, do you know fraud? Read more below: https://t.co/ItCBfC177Q https://t.co/9UjF8IqFyy",2026-06-14T17:00:04+00:00,en,0,0,0,16,280538710,DigitalDurham,Digital Durham,"Helping to bring faster, more reliable connectivity to residents and businesses in County Durham.",1966,true,true,false,19,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 793 (char 792)",2026-07-12T02:20:06,59daa605f4f93a16ddd9bd7dfc196b654a0da3ea
X:post:2067401305237160203,X:post:2067401305237160203,2067401305237160203,X,post,x_message_data.txt,https://x.com/NCState/status/2067401305237160203,,,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,"With help from NC State Dining, the student-led Food Recovery Network alleviates food insecurity by rescuing leftovers that otherwise would go to waste. 👏 🔗 See how the network donated more than 7,000 pounds of food in the 2025-26 academic year: https://t.co/l1pwHNNddy https://t.co/rTWigd6hoN",2026-06-18T00:17:36+00:00,en,17,1,4,1789,487624974,NCState,NC State University,"NC State creates societal, economic and intellectual prosperity. Follow us to see how we #ThinkAndDo. Home of the Wolfpack. 🐺🐾",124401,false,true,false,50,true,true,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 849 (char 848)",2026-07-12T02:28:33,e6c6c6a89d2f4da3ff35185964ebf8302423617c
X:post:1831735471791038762,X:post:1831735471791038762,1831735471791038762,X,post,x_message_data.txt,https://x.com/DC_Draino/status/1831735471791038762,,,小费收入是否应免税？,no tax on tips,Trump makes major Tax policy announcement: -Will cut federal taxes even more -Will make Trump Tax Cuts permanent -No tax on tips -No tax on Social Security benefits Also plans to send Kamala a special MAGA hat since she keeps copying Trump's ideas😂 https://t.co/nKefMAHtax,2024-09-05T16:45:43+00:00,en,42241,1252,11120,1565186,875856268056969216,DC_Draino,DC_Draino,Rogan O'Handley • Lawyer • America First🇺🇸,2344382,true,true,false,48,true,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 827 (char 826)",2026-07-12T02:36:57,2491fa6f5f9c2851ecb05ea28f2c1007a5e44dff
X:post:1088046820369096704,X:post:1088046820369096704,1088046820369096704,X,post,x_message_data.txt,https://x.com/k9sofvalor/status/1088046820369096704,,,政府是否应扩大纳洛酮等阿片过量急救药的获取？,overdose reversal,Good morning from K9 Hunter with the Jones County Sheriff's Office. Showing off his new Narcan overdose reversal kit and trauma kit we donated to him to help keep him safe. Your donations make this possible. Thank you for joining our mission to keep police K9 officers safe. https://t.co/mENC1vEJ1d,2019-01-23T12:12:31+00:00,en,334,11,45,-1,975850050709610496,k9sofvalor,K9s of Valor,The K9s of Valor Foundation is a 501c3 nonprofit organization dedicated to protecting law enforcement K9s by donating life saving equipment and supplies.,22886,true,true,false,53,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 845 (char 844)",2026-07-12T02:51:01,ecbc188d9f8319f13505dba88abe8cbc2dd14649
X:post:993833410983579649,X:post:993833410983579649,993833410983579649,X,post,x_message_data.txt,https://x.com/TheOnion/status/993833410983579649,,,政府是否应补贴儿童照护费用？,affordable daycare,New Affordable Daycare Sort Of Keeps An Eye On Your Kids https://t.co/5BO7CRYXRY https://t.co/UzqdV6v9iS,2018-05-08T12:42:04+00:00,en,662,8,101,-1,14075928,TheOnion,The Onion,America's Finest News Source. Get the paper delivered to your door: https://t.co/jJP2Apbhe8. Signup for The Onion newsletter https://t.co/koxBGNkhqO,10589909,true,true,false,19,true,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 883 (char 882)",2026-07-12T02:59:29,a8917b489ce1bbf9b69bcf4d658987ea35475916
X:post:1708191215420637594,X:post:1708191215420637594,1708191215420637594,X,post,x_message_data.txt,https://x.com/creepydotorg/status/1708191215420637594,,,政府是否应补贴家庭净水设备以应对 PFAS 等污染？,water filters,"New Russian combat suits can survive .50 caliber bullets, and have built-in night vision, water filters and comms. https://t.co/wwaWSuTKE4",2023-09-30T18:44:57+00:00,en,3925,276,344,301732,1625843518643085312,creepydotorg,Creepy.org,Your leading source for all things creepy,1777783,true,true,false,23,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 970 (char 969)",2026-07-12T03:07:56,b654bfca3c27b28335a3a71ecb38e5583cd9350b
X:post:1594693272085139459,X:post:1594693272085139459,1594693272085139459,X,post,x_message_data.txt,https://x.com/TomCottonAR/status/1594693272085139459,,,数据经纪商是否应被禁止出售敏感个人数据？,data privacy,Tik Tok's threat isn't just data privacy and surveillance; it can also be a massive propaganda tool for the Chinese Communist Party.,2022-11-21T14:04:38+00:00,en,3871,308,849,-1,343041182,TomCottonAR,Tom Cotton,"U.S. Senator for Arkansas. For official updates, see @SenTomCotton. RLTW.",727713,true,true,false,24,false,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1155 (char 1154)",2026-07-12T03:16:25,c33ad5db81cd9e79183eeb8597b6ba0a9ca7faa1
X:post:1619485478889086978,X:post:1619485478889086978,1619485478889086978,X,post,x_message_data.txt,https://x.com/mmpadellan/status/1619485478889086978,,,是否应加强警察问责并限制 qualified immunity？,qualified immunity,END QUALIFIED IMMUNITY.,2023-01-29T00:00:01+00:00,en,4733,167,634,147949,1640929196,mmpadellan,BrooklynDad_Defiant!☮️,"Proud papa. Perpetually pissed. #BlueWave2026, #Feminist. Subscribe to DEFIANT Dispatches: https://t.co/dJ75xn73E1 👉Sr. Advisor, @ReallyAmerican1👈",1363075,true,true,true,3,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 858 (char 857)",2026-07-12T03:24:57,027389c9b63cf1f92629bbdb75be24497761ca53
