mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version
Facebook:post:d9807c5b8bd17d34496369dcba1c6106,Facebook:post:d9807c5b8bd17d34496369dcba1c6106,d9807c5b8bd17d34496369dcba1c6106,Facebook,post,fb_message_data.txt,https://www.facebook.com/stories/122097463863363595/UzpfSVNDOjE2NDA2ODAzMzAzNzMyNjg=/?view_single=false&__cft__[0]=AZbqx6XwT-NqubjqdtpO0iQhYCNjiUb80pEUXXPnQQTbTxsKXlDjJzqL4gCW7cii8BX93AVc8yjQSdSFc0RmlBJKO3F2cA3_H5aEQeRK5WgoMLoLgNJ0CeIBNhm67WBv00o6iz6_TpV9vsIxsmQrhxu8JTWX5vRJAhCTL7QhmQesSTddMDhFJLaXbZihg8KKPmTL-yVdF4KDiikqry-2dnPv&__tn__=%3C%3C%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,vishing,Vishing Scam Exposed!!!_ _ _ _ _ _,,en,0,0,0,-1,,,E-lifeguide,,0,true,true,false,9,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02y8o9XpNwEx63xLzZY7qBKxS68EQkcSaG124961sbXZKzrFuWzGtzisSsUQJaxyHel,Facebook:post:pfbid02y8o9XpNwEx63xLzZY7qBKxS68EQkcSaG124961sbXZKzrFuWzGtzisSsUQJaxyHel,pfbid02y8o9XpNwEx63xLzZY7qBKxS68EQkcSaG124961sbXZKzrFuWzGtzisSsUQJaxyHel,Facebook,post,fb_message_data.txt,https://www.facebook.com/bryan.hall.969/posts/pfbid02y8o9XpNwEx63xLzZY7qBKxS68EQkcSaG124961sbXZKzrFuWzGtzisSsUQJaxyHel?__cft__[0]=AZaRHJYUgipjgTH-2GYXgH5-nU8EXYHCNR3yum2Gg9359TA_owljwgn9b8Kkpo3wHgVifNNaVD2Bj0851WKSRnwJp9rNRRK1Q8BfCxDDiW85qPl342QW_dkZDAFX97dQa0WAmDa81elLW3pZ-LjHBses0IX30-LkLNhAPEs933fbv58HZQ4Rm-DgIdaSLridWfg&__tn__=%2CO%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,AI scam call || voice cloning scam,"PSA: AI Voice-Cloning Scam Awareness This happened to me on Friday jun 19-2026_I received a phone call on Friday around 1:00 p.m. from someone who sounded exactly like my daughter. She was hysterically crying and said she had been in a car accident._After a few moments, a man got on the phone. He claimed my daughter had hit his vehicle near Walmart. The first thing that struck me as odd was that the call was coming from a random pho…",2026-06-22T11:39:08+00:00,en,0,0,0,-1,,bryan.hall.969,Bryan Hall,,0,false,true,true,85,false,false,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:0976d80a10a582b1637e0e4671b92e29,Facebook:post:0976d80a10a582b1637e0e4671b92e29,0976d80a10a582b1637e0e4671b92e29,Facebook,post,fb_message_data.txt,https://www.facebook.com/stories/110698874871391/UzpfSVNDOjIxNDg3Mzc0NTkwMzMyODM=/?view_single=false&__cft__[0]=AZYEP8R1RuJ3TWf1pVwwxGM4Sva3p4EkQDBV8Ki9vtKqXE7MYU_KwLWYYxQ9Rfl6VS1RIWiBAuBtLFPFSXY8gvND9IIjofkVCruUzMnqCGsBxzVKPB5yS_br9j9IntgGDRSFymSUplb3GNMV0xMPhoKMPG1jl4adZEA1xL1Hs2Mj7n5riFSaWbTUvsi0Fh4I48HQ5BkoGnOrHrJl0EZUSi1S&__tn__=%3C%3C%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,IVF access,"Did you know? Fertility challenges are not just a women's issue. In nearly 50% of infertility cases, male factors are involved too. Understanding both partners' reprodu…",,en,0,-1,-1,-1,,,IVF Access,,0,false,false,false,27,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:c005d025ed53bf0ec352523e20228312,Facebook:post:c005d025ed53bf0ec352523e20228312,c005d025ed53bf0ec352523e20228312,Facebook,post,fb_message_data.txt,https://www.facebook.com/stories/101443158673464/UzpfSVNDOjEwMDY1NDEzMTIyMzc5Nzc=/?view_single=false&__cft__[0]=AZbVFv3ccGNZQPL5lv6WBunhYGqMOne-54oYuLxU2nnXm19dhH0Q2XrmzNzq4e8h5aCzvxkVYCLCy6iqzrBUcLUQ4qjEwrv0L1d4tliPIrV8e9ZaUpmk4CqXp0Y3rLK2ZHZzoT3_Fr1CO-CqtGfStAnJPEL5Gr7K9TSgBamVYyX3tQVgYR9EAB4jSjF_nVURcZFvJRqMNZj2IXLktQTGmVO4&__tn__=%3C%3C%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,fertility treatment,"When most people think fertility treatment, they think about medications, procedures, and timing. …",,en,0,0,0,-1,,,Valley Park,,0,true,true,false,13,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0JLxdqsz1LN8JQahZrqpz4v1RGqdcVSqfPCQ1NLhByR7airEsZfuk8NVmaBvBRUvKl,Facebook:post:pfbid0JLxdqsz1LN8JQahZrqpz4v1RGqdcVSqfPCQ1NLhByR7airEsZfuk8NVmaBvBRUvKl,pfbid0JLxdqsz1LN8JQahZrqpz4v1RGqdcVSqfPCQ1NLhByR7airEsZfuk8NVmaBvBRUvKl,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid0JLxdqsz1LN8JQahZrqpz4v1RGqdcVSqfPCQ1NLhByR7airEsZfuk8NVmaBvBRUvKl&id=61590565144723,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,fertility treatment,"Male infertility is more common than many people realize, and it often has no obvious symptoms. Sperm count, movement, and shape all play important roles in fertility. …",2026-06-24T02:41:46+00:00,en,0,0,1,-1,61590565144723,,英国 · 英格兰 · 伦敦,,0,false,true,false,27,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02YqDofz1pmx8s62wDV6bnuahrXunDjSx4rjmBiH25hSpbaLc59RvoWpWbArfUPnwNl,Facebook:post:pfbid02YqDofz1pmx8s62wDV6bnuahrXunDjSx4rjmBiH25hSpbaLc59RvoWpWbArfUPnwNl,pfbid02YqDofz1pmx8s62wDV6bnuahrXunDjSx4rjmBiH25hSpbaLc59RvoWpWbArfUPnwNl,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid02YqDofz1pmx8s62wDV6bnuahrXunDjSx4rjmBiH25hSpbaLc59RvoWpWbArfUPnwNl&id=61557813711484,,,信用卡滞纳金是否应被限制？,credit card late fees,The Consumer Financial Protection Bureau tried to cap credit card late fees at $8.Down from $30+.The banks' response? They spent millions lobbying to BLOCK it.And they …,2026-06-11T13:08:00+00:00,en,0,-1,-1,-1,61557813711484,,Dominick Boyd,,0,true,true,false,29,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02YEAXnvkAmd5EPxECaQudT8w9QvLoZgJNksCYZzyjm2RrvZHXGmqF4FX1jtzYi1xZl,Facebook:post:pfbid02YEAXnvkAmd5EPxECaQudT8w9QvLoZgJNksCYZzyjm2RrvZHXGmqF4FX1jtzYi1xZl,pfbid02YEAXnvkAmd5EPxECaQudT8w9QvLoZgJNksCYZzyjm2RrvZHXGmqF4FX1jtzYi1xZl,Facebook,post,fb_message_data.txt,https://www.facebook.com/sherman.mcintosh.9/posts/pfbid02YEAXnvkAmd5EPxECaQudT8w9QvLoZgJNksCYZzyjm2RrvZHXGmqF4FX1jtzYi1xZl?__cft__[0]=AZZNY1dO0MlHBQ8Z1s6lpX7quP_W95qadj06wdkQ4Gktn-9QrFCFhLTuxWC5MKL2d3x4LEdG76ZHt81Ld8iT-YErfylHPENIXAz5CW2Z0QmL6L57URX5gnfeoyBq15SvZ6vnnRWRpHfnSjRYAktwuU1xUNzTAVNsl-q_m6GQTjQF96nEhaiAtUuXs3SvwNUMyKQBSLafX8h1wiEc6jpbG0yotK1FSnfOGwoG2jdMvWyJUg&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,medical bills,"Yes, the Trump administration suggested that health insurers offer loans to customers struggling to pay high out-of-pocket medical bills. This proposal was included in … _The Trump administration's proposed ACA marketplace changes are drawing criticism after language in the rule suggested insurers consider financing options for people fa…",2026-06-24T03:13:23+00:00,en,0,-1,-1,-1,,sherman.mcintosh.9,Sherman Mcintosh,,0,true,true,false,50,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0EAJ5FYxnVcid4Tfa6jY3srsDEe98NmQJEr8YASUZSKB1dvMAjRWrevLibXJ3DcMfl,Facebook:post:pfbid0EAJ5FYxnVcid4Tfa6jY3srsDEe98NmQJEr8YASUZSKB1dvMAjRWrevLibXJ3DcMfl,pfbid0EAJ5FYxnVcid4Tfa6jY3srsDEe98NmQJEr8YASUZSKB1dvMAjRWrevLibXJ3DcMfl,Facebook,post,fb_message_data.txt,https://www.facebook.com/achievecom/posts/pfbid0EAJ5FYxnVcid4Tfa6jY3srsDEe98NmQJEr8YASUZSKB1dvMAjRWrevLibXJ3DcMfl?__cft__[0]=AZbgwJvznKMHBkOduHliGjUazZLMLSvCsOcRMkkderamJVWCpxLU2g4CWdKYYiM7JCL08vUFF5Cny4t4sJm8CuRbOWTzsMxxlnTUGQ3csgPvd1yaJAIoR1tkHNSQidRP5f2z3yj_Cnd2UQvlsdakh-ZvV9bABFDg74Favvyqx3g1XvZzfyvBTJXedx-81bdoLE4&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,medical bills,"Before you try debt settlement on a medical bill, do one thing first: check it for errors. With tens of thousands of billing codes in play, a surprising share of medical bills are simply wrong, and you can't negotiate down a number that shouldn't be there._Then ask about charity care. Most hospitals are required to offer financial assistance and to publish who qualifies, but they rarely lead with it._Medical debt is settleable, yes.…",2026-06-23T20:17:32+00:00,en,0,0,0,-1,,achievecom,Achieve,,0,true,true,false,77,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:4e7970ea011a718a626ac0fcdd019669,Facebook:post:4e7970ea011a718a626ac0fcdd019669,4e7970ea011a718a626ac0fcdd019669,Facebook,post,fb_message_data.txt,https://www.facebook.com/DanaSmithReports?__cft__[0]=AZZghorNRU4dKIz1DA76w8moqAU_hJONUIanVLIbFmoyBNLPGym3KQ14kJgmeKIcoXcRqWYpKHdsV_szrMMpYhWwCKgZc5WqpYL1us0SakAMs1z9wMTZGm2KRbd5Ut6BqbpuLEOP_UAK-8l66Ek80w8WCxZMfc6Mb37KzMM6arvhDWX2ZY7kMdOZtCztLUg-KFk-kH4Lib1FW0Nun3Ow71zZ&__tn__=%3C%3C%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,food stamps,"A federal judge has ruled, the government cannot block SNAP benefits from being used to buy candy and soda.",,en,0,0,62,-1,,,Dana Smith,,0,false,false,true,19,false,true,1,false,weakly_relevant,0.6,"Topic token and policy context appear, but the retrieval keyword is absent.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02NiDZ6eKCnm8mGn88DVrTGpEhnf9KRLLC8SDfymsNfKu1zPEQN2eYJWRLJCfxinEol,Facebook:post:pfbid02NiDZ6eKCnm8mGn88DVrTGpEhnf9KRLLC8SDfymsNfKu1zPEQN2eYJWRLJCfxinEol,pfbid02NiDZ6eKCnm8mGn88DVrTGpEhnf9KRLLC8SDfymsNfKu1zPEQN2eYJWRLJCfxinEol,Facebook,post,fb_message_data.txt,https://www.facebook.com/brad.lepik/posts/pfbid02NiDZ6eKCnm8mGn88DVrTGpEhnf9KRLLC8SDfymsNfKu1zPEQN2eYJWRLJCfxinEol?__cft__[0]=AZaxUezslK51b0_n_QYM0Pt4uchcvQYdmH36q6yzcEvTMV1bEvXAK3FfjU2ubW4DqXJ5-wnQEatR-_F40tNRpzrecG9HbhqA54zmOJJIIR9EEiiGHPwcfcw8B_KwTYhggFs_p8qftaUcXoBYSg5G6UGLj_zieBFyi9gtDxrTRRK8RYonTEQ6twiWtBCdoDQ61ag&__tn__=%2CO%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,SNAP benefits,"I was just reading about people arguing about people on SNAP being able to buy soft drinks and candy. Also, they were arguing about the program existing at all._It seems a lot of people are unaware of the full scope of SNAP, and who all it benefits. The people purchasing food with it are not the only beneficiaries._Part of the inception of the whole program was that farmers were producing surplus food, but many people couldn't affor…",2026-06-24T02:32:43+00:00,en,0,0,0,-1,,brad.lepik,Brad Lepik,,0,false,true,true,80,false,false,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02
