mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version
Facebook:post:9e08ba5a36a26600bbab800ae77965b4,Facebook:post:9e08ba5a36a26600bbab800ae77965b4,9e08ba5a36a26600bbab800ae77965b4,Facebook,post,fb_message_data.txt,https://www.facebook.com/stories/111483027673711/UzpfSVNDOjc2MjYzOTY2MzU3NDE4NQ==/?view_single=false&__cft__[0]=AZbDut7cLgW0f9ZeLTWCGrW1s8n_xJHbGu7Xi77koTzOL_mwmWRDMAz-QWbX8T0v3CuotUSmsDnbk5x-vVSCGPGF5Rjyy1ntqNaL2QpDiFwdOHxzxhW05X3Phq7FAJTg7YRde8NHtAPfWUhHPzXjqWacfTTtPgoftUnwZUaThgatKg1fW2tVszGU5qBaF4qE9j3tAzBMW_BjH0WI6x2QCaNv&__tn__=%3C%3C%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"Scammers VOICE CLONED His Nephew, Said ""GUNG GUNG I'M IN JAIL"" _…",,en,0,0,0,-1,,,George Magazine,,0,false,true,false,13,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02mxdkaz2XNJ4PWF6VaMCLNZzuz5ju9WjHAYGHqDiHaNpoGdRAscDdHxfHBYQznDHMl,Facebook:post:pfbid02mxdkaz2XNJ4PWF6VaMCLNZzuz5ju9WjHAYGHqDiHaNpoGdRAscDdHxfHBYQznDHMl,pfbid02mxdkaz2XNJ4PWF6VaMCLNZzuz5ju9WjHAYGHqDiHaNpoGdRAscDdHxfHBYQznDHMl,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid02mxdkaz2XNJ4PWF6VaMCLNZzuz5ju9WjHAYGHqDiHaNpoGdRAscDdHxfHBYQznDHMl&id=61580172133946,,,AI 语音诈骗是否应强制披露或限制？,AI robocall,AI Voice Scam Alert! _S…,2026-06-23T22:36:55+00:00,de,0,-1,-1,-1,61580172133946,,Silver Streak Senior Services,,0,false,false,true,5,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0osvNZxe8eckxvL6dwj2DGzBxUfNAWG9WvP4ZsKfjZrBdGjyTJiXV1stcRHrZMPoVl,Facebook:post:pfbid0osvNZxe8eckxvL6dwj2DGzBxUfNAWG9WvP4ZsKfjZrBdGjyTJiXV1stcRHrZMPoVl,pfbid0osvNZxe8eckxvL6dwj2DGzBxUfNAWG9WvP4ZsKfjZrBdGjyTJiXV1stcRHrZMPoVl,Facebook,post,fb_message_data.txt,https://www.facebook.com/newshour/posts/pfbid0osvNZxe8eckxvL6dwj2DGzBxUfNAWG9WvP4ZsKfjZrBdGjyTJiXV1stcRHrZMPoVl?__cft__[0]=AZYXOLpsOsVdS_i93IOE8nWKnb3Fs0CiyE394dp6luCITjDcGE1C-lznz5VFx_YHQqRQU6qScfdz0R7yPpypkTdc5rRGevG2F8JcYbnj7X1uxpl3edHoAqli3_-8Z_6CHX0D_SLZhXjo7tCw_b2XgwLM3VHNj8-TfBczZQI0IdqgtKhE8OqWUzOe5WqMUSZ-z9E&__tn__=%2CO%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"If it feels like it's getting harder and harder to avoid being scammed, that's because it is. In the age of artificial intelligence, scammers are using voice cloning th…",2026-06-22T11:38:16+00:00,en,0,0,75,-1,,newshour,PBS NewsHour,,0,false,true,false,31,false,false,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:7ef26206de272a4d5920ae0f0192ba5d,Facebook:post:7ef26206de272a4d5920ae0f0192ba5d,7ef26206de272a4d5920ae0f0192ba5d,Facebook,post,fb_message_data.txt,https://www.facebook.com/kavitha.subas?__cft__[0]=AZalgCg8zR9-KI65yB5v7-fX7UMD58hdQEQM5lFlcuwjXqB9Iq9oAKee6U25BhWak4jAu7Vh_XMlowZKGfbojakvkQniSKTYsdU5azQNs3kWIL8cTnjmsX8l0KNet5az3_bvzOEV_Z1NV613xjThHhPdqJaXCAdNOtNV5E1IAi3XkR82LrbZSy4rSPnYoWGvS0zHZAuLv5ACp0kfjVO5jjOo&__tn__=%3C%3C%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,IVF access,Turn IVF failure into success. _…,,en,0,0,0,-1,,,,,0,false,true,true,6,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0EkNLgnSU9aLW72r6QDueg8yEcLURMh24MjRtxMRyuoPtgu8X3ZEHCqT55fpZxYNml,Facebook:post:pfbid0EkNLgnSU9aLW72r6QDueg8yEcLURMh24MjRtxMRyuoPtgu8X3ZEHCqT55fpZxYNml,pfbid0EkNLgnSU9aLW72r6QDueg8yEcLURMh24MjRtxMRyuoPtgu8X3ZEHCqT55fpZxYNml,Facebook,post,fb_message_data.txt,https://www.facebook.com/christinaloreynews/posts/pfbid0EkNLgnSU9aLW72r6QDueg8yEcLURMh24MjRtxMRyuoPtgu8X3ZEHCqT55fpZxYNml?__cft__[0]=AZbcpe3imsh51HNnHL8ZI4a1QqaL5lirqHhjxCGz52QbGuLEeE1wcVPk7oJvB3vOqgNc6Fh3Lw2PxWvm_reLKyy2H8GN2XN-lQZiBO_RAeBY_TfIZkP89m69Z6o5wQLCjl0P14eWkDS3NUL78AB35l60kKyNmSeLr9ex7tC2j-QUM4yCNxY8w24n48NvVI_LMEY&__tn__=%2CO%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,IVF access,"In a word of ""Trump Universities"" — be a COSTCO _ Remember when the current president promised ""free IVF"" if he was reelected_ Me too, but where Trump fails, Costco d…",2026-06-23T21:21:33+00:00,en,0,0,25,-1,,christinaloreynews,Christina Lorey,,0,false,true,true,30,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02VTdH51HU4wUVdWVBRuEDuWmZyaV5CMn4uX5eYn5Nrcdmkh9CfDJuvz2f39PAnGcol,Facebook:post:pfbid02VTdH51HU4wUVdWVBRuEDuWmZyaV5CMn4uX5eYn5Nrcdmkh9CfDJuvz2f39PAnGcol,pfbid02VTdH51HU4wUVdWVBRuEDuWmZyaV5CMn4uX5eYn5Nrcdmkh9CfDJuvz2f39PAnGcol,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid02VTdH51HU4wUVdWVBRuEDuWmZyaV5CMn4uX5eYn5Nrcdmkh9CfDJuvz2f39PAnGcol&id=61573488293623,,,信用卡滞纳金是否应被限制？,CFPB late fee cap || credit card late fees,"The average credit card late fee is $41 per incident, according to CFPB data as of 2025. One late payment on a balance you intended to pay adds $41 to what you owe, plu…",2026-06-23T11:04:24+00:00,en,0,-1,-1,-1,61573488293623,,The Wealth Gap,,0,false,true,false,34,false,true,1,false,weakly_relevant,0.65,"Multiple keyword tokens match, but the post does not clearly discuss the topic.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02WGofsnyCxkwRqSdEPHJ6xv5rwT9KmG4AEEvBkY94TPv6yShgs63K1TVqrLTizXsbl,Facebook:post:pfbid02WGofsnyCxkwRqSdEPHJ6xv5rwT9KmG4AEEvBkY94TPv6yShgs63K1TVqrLTizXsbl,pfbid02WGofsnyCxkwRqSdEPHJ6xv5rwT9KmG4AEEvBkY94TPv6yShgs63K1TVqrLTizXsbl,Facebook,post,fb_message_data.txt,https://www.facebook.com/derman.king.2025/posts/pfbid02WGofsnyCxkwRqSdEPHJ6xv5rwT9KmG4AEEvBkY94TPv6yShgs63K1TVqrLTizXsbl?__cft__[0]=AZbqvixirEYLoWn6WwsZb75idiqQHIismGkAX6dW2Qo6SuhXzg_teVh6yHpvd3Djj6VgbpkvOKPSmm9fR6CrZSe1WnCNf0EBgiXtUsEexFMtPe6WrFIdyTlMqT5_RvtpHhckVK5-hfhG0xCC6YPkKViJfv-Abz59mL_7aaVn0dyOnXaTNXsM2rwXOFtNTp0UzLo&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,medical bills || medical debt,"Do you have more than $1,000 in medical debt?…",2026-06-24T02:35:32+00:00,en,0,-1,-1,-1,,derman.king.2025,Derman King,,0,true,true,false,10,false,true,1,false,weakly_relevant,0.72,"Keyword phrase appears, but explicit policy/topic context is limited.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl,Facebook:post:pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl,pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl,Facebook,post,fb_message_data.txt,https://www.facebook.com/StateRepBohnak/posts/pfbid0Af49rPQCoNwZAS2FMHVi6gXgrQvQLUNxZkSToPNodpCMDEHcFUPQDnEYiRkWCCSnl?__cft__[0]=AZYM2eTrhbWXMGDuWXOLDeNGRnNzOh-ZD0kkEg9YjoZReKVbAE0JQI0M6Lph5_x2Eiv2pLfjOJePwoBQHYulXs3wR32EN_akM26Ziid8upCAnhgVRyFVTZJbM34TzVQqMREOwqroCewoxrr5-Iy_KmUTn6zudIHMalpAvXiJLmeyUAqAV9lsHgnQqym5WoJyFUSwiwe4a3IB9OIPEB5U5y1X&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,medical debt,I'm proud to have secured House passage of my plan to protect UP families from crushing medical debt. No one should have their financial future derailed by an unexpecte…,2026-06-24T00:16:10+00:00,en,0,0,73,-1,,StateRepBohnak,Karl Bohnak - State Representative,,0,true,true,false,30,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:32e0a8775d6541d2925a0fe840ac77df,Facebook:post:32e0a8775d6541d2925a0fe840ac77df,32e0a8775d6541d2925a0fe840ac77df,Facebook,post,fb_message_data.txt,https://www.facebook.com/groups/1293776741045216/?__cft__[0]=AZaNM6Q2ZhWHfWrWB4Jpxxy_0V9OKd9n6NGOYeABgx8-1fwe31uih1Ygw2LM7CfwK41sKYqDJYtMzcFx5SaisJjl723_Efmhpi5-WUKG1piaAIAqtw6mXycvxUVIFVplwmPV9kfxhxVaOwXZKqR-fyEifr6nLu0-ho5gJ01fDaQlzbeleXFF52_3R5gnlgKo6Ip0zIfkJpPXIn0w79ElF5Q9EnnVdCErT2rsYh3_bPfMqQ&__tn__=%3C%3C%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,college students SNAP,"If you are a college student, you may be eligible for SNAP benefits to assist with food. Find more information below._According to the U.S. Government Accountability Office, 2 out of 3 college students that qualify for SNAP/FNS benefits are not participating in the program. This means …",2026-05-04T00:00:00+00:00,en,0,0,0,-1,,,WCC Resource Connections,,0,false,true,true,49,false,true,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02HF55S6Zgocdmx7qjmfTzhvWCaJiYJuVGt1XyaBQ1LvVT8ykASqj2hEJyvj6b5sNLl,Facebook:post:pfbid02HF55S6Zgocdmx7qjmfTzhvWCaJiYJuVGt1XyaBQ1LvVT8ykASqj2hEJyvj6b5sNLl,pfbid02HF55S6Zgocdmx7qjmfTzhvWCaJiYJuVGt1XyaBQ1LvVT8ykASqj2hEJyvj6b5sNLl,Facebook,post,fb_message_data.txt,https://www.facebook.com/edtrust/posts/pfbid02HF55S6Zgocdmx7qjmfTzhvWCaJiYJuVGt1XyaBQ1LvVT8ykASqj2hEJyvj6b5sNLl?__cft__[0]=AZagQgLIR9aXfDEfvWAYf__Oq_aYiXiRr_PX6hbVJt27Ytv7i2r5uTCI8w0H9uiHihoS3GAZNNPzka-t7YQRohVWwU_pbXJAbNhfYn6CzhYHnvRSRxIaNWUz4Em2Ty_ZKE_rVNKb2FoiMvlakbVNcKEmHgJknCZD1M3OeldfVO0e_KQNCpxXqsZFDruVUb80o_w&__tn__=%2CO%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,college students SNAP,"Roughly 2.2 million college students are eligible for SNAP benefits, but there are many barriers in their way. Learn More on the Blog:",2025-08-05T00:00:00+00:00,en,0,0,0,-1,,edtrust,The Education Trust,,0,false,true,true,24,false,true,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02
