mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version
Facebook:post:pfbid023fmvo4gQBoQLeLSsTeaPWgfBqnpv2gb2nVBa2esttm6Ka63TwxqA3d1yCVJKjSVul,Facebook:post:pfbid023fmvo4gQBoQLeLSsTeaPWgfBqnpv2gb2nVBa2esttm6Ka63TwxqA3d1yCVJKjSVul,pfbid023fmvo4gQBoQLeLSsTeaPWgfBqnpv2gb2nVBa2esttm6Ka63TwxqA3d1yCVJKjSVul,Facebook,post,fb_message_data.txt,https://www.facebook.com/FinancialIndustryRegulatoryAuthority/posts/pfbid023fmvo4gQBoQLeLSsTeaPWgfBqnpv2gb2nVBa2esttm6Ka63TwxqA3d1yCVJKjSVul?__cft__[0]=AZbdxFhzXoDhaJQZAgt3M775a_xKdYN8glDSQAiJjKBKfno6hjLK2ic0kjg8biWDoLIpC6Weex-t6oipvcxOSWjvYWyT86oVBbHxIfqrzsISeXAdK0O4qGOPSGwbKx3ut_AeGdlqpgnNg6duQi9K346pJ6SMA2iimfpp-6LLJDPF9TYT_dDTlSOd_hV3ryjped0&__tn__=%2CO%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,vishing,"As artificial intelligence (AI) grows in sophistication, so do cyber threats facing investors today. Deepfakes and vishing scams use AI technology to impersonate the vo…",2026-06-23T21:39:36+00:00,en,0,0,0,-1,,FinancialIndustryRegulatoryAuthority,FINRA,,0,true,true,true,25,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0FeF5X3wR7zX9ZGkTzZfZ3hVUY57rLFGEi3sr9w4Rrc59RsSiWPb6S7qU12cyvy1Pl,Facebook:post:pfbid0FeF5X3wR7zX9ZGkTzZfZ3hVUY57rLFGEi3sr9w4Rrc59RsSiWPb6S7qU12cyvy1Pl,pfbid0FeF5X3wR7zX9ZGkTzZfZ3hVUY57rLFGEi3sr9w4Rrc59RsSiWPb6S7qU12cyvy1Pl,Facebook,post,fb_message_data.txt,https://www.facebook.com/victoria.a.gerry/posts/pfbid0FeF5X3wR7zX9ZGkTzZfZ3hVUY57rLFGEi3sr9w4Rrc59RsSiWPb6S7qU12cyvy1Pl?__cft__[0]=AZaeiXN3yXjZzFF92yBKel5q1T3kVc1pwpim0HGjQMqHbDiYJi0OoxNYugMqOYN_I7c3WTIElyD1k9vVUyDMEj2Lj-O6PiAHpvBunEIiTh5n5hsJ5fO4kjTd8rdfPRBVRbNdaY74UyDXslLasuKRaFoD&__tn__=%2CO%2CP-R,,,AI 语音诈骗是否应强制披露或限制？,AI scam call,"With the rise of AI, Vishing is very common. _Beware of ""debt collectors"", ""sales calls"", and ""loan applications approvals""…_Spammers are now using American voice sounding AI to call to tell people they ""got approved"" or claiming they are debt collectors….…",2026-06-23T18:38:55+00:00,en,0,-1,-1,-1,,victoria.a.gerry,Victoria Andrews Gerry,,0,false,true,true,41,false,false,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:168d652775e35849f3c0f2f2adad2f6c,Facebook:post:168d652775e35849f3c0f2f2adad2f6c,168d652775e35849f3c0f2f2adad2f6c,Facebook,post,fb_message_data.txt,https://www.facebook.com/NovaIVFFertilityKarnataka?__cft__[0]=AZabmGvSaGT3Q--0LsXTqePL5a7Z6TP5aoV8j2BxdWbot61bnKJ2e5dWrVPp5DBlPvOOol95G5schFLaXa5DpRl6SHm-5Fl0d9cxhE-YPuZFClzwW_Xoj2Psz3EJdzwpH126QFwyoZW1Kf6VYqPRjkKdQamH4I7UpN56mcE6ia5Wx53fzy6w6R32ZZDF1lx59mNStYQOzgxhuFBbH12Db23f&__tn__=%3C%3C%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,fertility treatment,"At 39, after one failed IVF cycle elsewhere, this patient came to Nova IVF Fertility with very few eggs seen on scan and a condition called adenomyosis.…",,en,0,-1,-1,-1,,,Nova IVF Fertility Karnataka,,0,false,true,true,27,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02CZFK4tfjw98KKLQRVBgQb1UAfyCAM73G6iCdVQNFXv67CTjs1K7LB9yfypyw662wl,Facebook:post:pfbid02CZFK4tfjw98KKLQRVBgQb1UAfyCAM73G6iCdVQNFXv67CTjs1K7LB9yfypyw662wl,pfbid02CZFK4tfjw98KKLQRVBgQb1UAfyCAM73G6iCdVQNFXv67CTjs1K7LB9yfypyw662wl,Facebook,post,fb_message_data.txt,https://www.facebook.com/breanna.thompson.170949/posts/pfbid02CZFK4tfjw98KKLQRVBgQb1UAfyCAM73G6iCdVQNFXv67CTjs1K7LB9yfypyw662wl?__cft__[0]=AZasEVm8mgcuv74Ti_9OA_F01jAe4l6WuRsAdetHYuYpyP4EqUtYiRuCsTbdze1r-f0NPH6oR-5EPGjWB7W48dBk7-g1dJ4utYBb4ugoagpY8suH6zcNMg9bvpll-TjaeDdKFAeKnIEbLqbo1BAhfHVKY4ijhkFg_0e5EPtvhxHHNFjsez0b_23UXtP_DYZxcZA&__tn__=%2CO%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,in vitro fertilization,"Looks like we will be doing IVF _ can't wait to share the process with everyone and start the journey for a little one! Of the many cool things about IVF, the best is t…",2026-06-24T02:27:31+00:00,en,0,0,0,-1,,breanna.thompson.170949,Breanna Thompson,,0,false,false,true,36,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0cBWP9kb3mzjYp25eNLzt2E9VNe96vgsaF8vNkbTFZCfgghtPWD89yKXrLhdc1AYQl,Facebook:post:pfbid0cBWP9kb3mzjYp25eNLzt2E9VNe96vgsaF8vNkbTFZCfgghtPWD89yKXrLhdc1AYQl,pfbid0cBWP9kb3mzjYp25eNLzt2E9VNe96vgsaF8vNkbTFZCfgghtPWD89yKXrLhdc1AYQl,Facebook,post,fb_message_data.txt,https://www.facebook.com/babydabrowski/posts/pfbid0cBWP9kb3mzjYp25eNLzt2E9VNe96vgsaF8vNkbTFZCfgghtPWD89yKXrLhdc1AYQl?__cft__[0]=AZaB4QnfKjSrqgXHRpPf82GSE-_iBJpHJZAVAU59YZyybHUOa7r2TFPnzmV-qxZTeRwaBhmMYR0u8s5JjZL4EnvoH20KD9Ma8w7TBY_qmmic98ZhDjbULJi9jTIg_4G6dcTm0wbXp8IneclSVRH0z2L-ITW8zagP9DCpOOkk6Z2-Kf7hp-t-vGB45rthxbYsBEg&__tn__=%2CO%2CP-R,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,IVF tax credit,"Still patiently (not patiently lol) waiting for the testing to come back on our 6 babies. We should hear something by the end of this week, beginning of next._But here is my PSA! This year we learned you can claim IVF on your taxes as long as it's over a certain percentage of your gross income. (Wish we would have known about that for our other two rounds _)_So this year we kept very specific records of EVERYTHING for taxes…. Only t…",2026-02-23T00:00:00+00:00,en,0,0,0,-1,,babydabrowski,The Lost Stork,,0,false,true,true,85,false,false,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0KuH1RV9d6NGfi6GXXgxzqmGpGaZ1ogKho6Ncv2GTCwhtGYeS2JkYsSgUru3mNaY2l,Facebook:post:pfbid0KuH1RV9d6NGfi6GXXgxzqmGpGaZ1ogKho6Ncv2GTCwhtGYeS2JkYsSgUru3mNaY2l,pfbid0KuH1RV9d6NGfi6GXXgxzqmGpGaZ1ogKho6Ncv2GTCwhtGYeS2JkYsSgUru3mNaY2l,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid0KuH1RV9d6NGfi6GXXgxzqmGpGaZ1ogKho6Ncv2GTCwhtGYeS2JkYsSgUru3mNaY2l&id=61555526880979,,,信用卡滞纳金是否应被限制？,junk fees,"""Junk fees"" aren't just paid by private companies and consumers.…",2026-06-23T13:03:28+00:00,en,0,0,16,-1,61555526880979,,Assemblyman Al Barlas,,0,true,true,false,11,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid034pq4NHBrn2PTpk86pske1iCnt4K9F7Bzx7jSjzW8aHqDTQdVvrDe5V3dsiYUuGDHl,Facebook:post:pfbid034pq4NHBrn2PTpk86pske1iCnt4K9F7Bzx7jSjzW8aHqDTQdVvrDe5V3dsiYUuGDHl,pfbid034pq4NHBrn2PTpk86pske1iCnt4K9F7Bzx7jSjzW8aHqDTQdVvrDe5V3dsiYUuGDHl,Facebook,post,fb_message_data.txt,https://www.facebook.com/permalink.php?story_fbid=pfbid034pq4NHBrn2PTpk86pske1iCnt4K9F7Bzx7jSjzW8aHqDTQdVvrDe5V3dsiYUuGDHl&id=61576815465723,,,医疗债务是否不应影响个人信用记录？,credit report,How to Dispute Credit Report Errors (And Why Most Fail)_79% of credit reports contain errors. Here's the process—and why DIY rarely works._The 8 Steps:…,2026-06-23T15:16:55+00:00,en,0,-1,-1,-1,61576815465723,,Janus Professionals LLC,,0,true,true,false,28,false,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid0Yv2Zz8854ChQT3w1kvCDAb9GReRSQqv69euEgzG1TVeLdsNRHPzEDrJAfJ8dQY9Rl,Facebook:post:pfbid0Yv2Zz8854ChQT3w1kvCDAb9GReRSQqv69euEgzG1TVeLdsNRHPzEDrJAfJ8dQY9Rl,pfbid0Yv2Zz8854ChQT3w1kvCDAb9GReRSQqv69euEgzG1TVeLdsNRHPzEDrJAfJ8dQY9Rl,Facebook,post,fb_message_data.txt,https://www.facebook.com/nate.d.mcmurray/posts/pfbid0Yv2Zz8854ChQT3w1kvCDAb9GReRSQqv69euEgzG1TVeLdsNRHPzEDrJAfJ8dQY9Rl?__cft__[0]=AZZCxlw2ByBVrw8ziTV7jL1dSh9VKcjOi_QjpT1NEPYQB0XotaxZs9YFdzIjPilWwNs5sz2hcrj4_PlL8mprmO9D8hwD-N648c72U6EXYDXmf0GAOFTsRp76mkv9YwW7A2gfzRdRxjlB5g1kSLU5W41QWZvkf8FCjze3QoR6KprnfT8cKwBSxxL_sYxB6gBMLDM&__tn__=%2CO%2CP-R,,,医疗债务是否不应影响个人信用记录？,medical debt,Americans owe roughly $200 billion in medical debt. That's about what this latest conflict with Iran cost.…,2026-06-24T01:15:56+00:00,en,0,0,28,-1,,nate.d.mcmurray,Nate McMurray,,0,true,true,false,18,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:99733dfb1261261cebc1c868f657bbc8,Facebook:post:99733dfb1261261cebc1c868f657bbc8,99733dfb1261261cebc1c868f657bbc8,Facebook,post,fb_message_data.txt,https://www.facebook.com/profile.php?id=61559160474491&__cft__[0]=AZau6AN2zsvTaQ9aIGWQ-9eYRiq7UQZ9KwSfn97NXM0aol7D3-5DtmPMe-s55SpB3neu_r4Ml4ZcI_RfO5A3R-pv7Itz0Z5R6TqCFeVyZuvsO6BFNU8FigbwvY0NCUb5PZQFzl8bTW46rpYNggYA2MzqkfZGKC8WM3_UE-BmjNpJk-ZIyNryjmQfgLSGOaouX3Fn8kyw2Zzg1bFoejNgXOby&__tn__=%3C%3C%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,college students SNAP,COLLEGE STUDENTS SNAP SCORE PT.1 _ Follow for more!_ _,,en,0,0,0,-1,,,Luke Browne,,0,true,true,true,12,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Facebook:post:pfbid02bhz7DTVgPuNkTohQ76dtDcvvenGSRaH5NzG6TxjNPNdH96X9easzs1Ms9jsKePkdl,Facebook:post:pfbid02bhz7DTVgPuNkTohQ76dtDcvvenGSRaH5NzG6TxjNPNdH96X9easzs1Ms9jsKePkdl,pfbid02bhz7DTVgPuNkTohQ76dtDcvvenGSRaH5NzG6TxjNPNdH96X9easzs1Ms9jsKePkdl,Facebook,post,fb_message_data.txt,https://www.facebook.com/CBSBaltimore/posts/pfbid02bhz7DTVgPuNkTohQ76dtDcvvenGSRaH5NzG6TxjNPNdH96X9easzs1Ms9jsKePkdl?__cft__[0]=AZam-tE5mSecqb64T3EPH1sGcMCrur1RZf_R0RRHRPPJUqJ_unutwF_NxppFkEl_6nsBepo2-TIULhAC0Mg9oBC9fq_axS0f2OoKGqmhHWqAw8JRkzwJCjMsGssrD3hqh4mOiWvhKlLVUgjjNnGnziW_5Z5p3CkGabB4bSHrb0E05lnucHVkXK8iOC2UABa5GqY&__tn__=%2CO%2CP-R,,,大学生是否应更容易获得 SNAP 食品援助？,SNAP benefits,"A federal judge blocked the Trump administration's effort to let states bar SNAP recipients from using their food benefits to buy soft drinks and candy, ruling the Agri…",2026-06-24T02:15:57+00:00,en,0,5,12,-1,,CBSBaltimore,WJZ-TV | CBS Baltimore,,0,false,true,true,29,false,false,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02
