mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version,llm_topic_relevance,llm_relevance_reason,llm_has_stance,llm_stance_label,llm_stance_target,llm_stance_reason,llm_discussion_potential,llm_discussion_reason,llm_final_keep_model,llm_final_keep,llm_final_keep_reason,llm_confidence,llm_needs_human_review,llm_model,llm_response_id,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_error,llm_processed_at,llm_row_key
X:post:1547476297974222848,X:post:1547476297974222848,1547476297974222848,X,post,x_message_data.txt,https://x.com/Ladybellesfic/status/1547476297974222848,,,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,"🧵 I see quite a few statements from folks demanding that their student debt be cancelled or they won't vote. Honestly, you weren't going to vote anyway. It's obvious to me. If voting rights, Roe v. Wade, Social Security, Medicare, food insecurity, marriage equality,",2022-07-14T07:01:14+00:00,en,8007,379,2409,-1,136787800,Ladybellesfic,Ms. Dawn,Vivacious disabled Cat Mama 😸 (4) who loves MAC lip gloss #Hillary #Kamala CashApp:$Ladybelletrist Paypal: @MsDawn61 Venmo: @Dawn-Ndiaye Opinions are my own!,9523,false,true,false,46,false,false,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 946 (char 945)",2026-07-13T07:59:26,f490a8f8b50d8d4e451922fb2455249c7acce15e
X:post:1296544214910738434,X:post:1296544214910738434,1296544214910738434,X,post,x_message_data.txt,https://x.com/zoewhittall/status/1296544214910738434,,,政府是否应补贴家庭净水设备以应对 PFAS 等污染？,drinking water contaminatio,"Do any other 1980s children remember never, ever drinking water?",2020-08-20T20:26:44+00:00,en,48847,4900,4517,-1,26378009,zoewhittall,Zoe Whittall,"CSA winning TV writer. Giller shortlisted novelist. Latest: Wild Failure. Reps: TLA (books) The Characters (TV, Canada) Thruline (TV, U.S.) Avail for TV rooms.",17631,false,true,false,10,false,false,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 941 (char 940)",2026-07-13T08:08:36,c14285492db0d35b5457c35404a156e387f34643
X:post:1275515468464353280,X:post:1275515468464353280,1275515468464353280,X,post,x_message_data.txt,https://x.com/RepBarbaraLee/status/1275515468464353280,,,是否应加强警察问责并限制 qualified immunity？,qualified immunity,Get rid of qualified immunity.,2020-06-23T19:46:00+00:00,en,9813,105,1927,-1,248735463,RepBarbaraLee,Rep. Barbara Lee (Archived),"Progressive Democrat. Represented the #EastBay in Congress for 26 years. Fighting for justice for all, peace, and human rights. @ProChoiceCaucus Co-Chair.",280726,true,true,true,5,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 878 (char 877)",2026-07-13T08:17:50,f1f522230fba4af8c2d34359a5605ff245680256
X:post:1564638528734216192,X:post:1564638528734216192,1564638528734216192,X,post,x_message_data.txt,https://x.com/VP46Archive/status/1564638528734216192,,,是否应延续低收入家庭宽带补贴？,Affordable Connectivity Program,Students who receive a Pell Grant are eligible for free or discounted high-speed internet under our Affordable Connectivity Program. Learn more at https://t.co/Jk68Izsnns.,2022-08-30T15:37:49+00:00,en,2280,274,628,-1,803694179079458816,VP46Archive,Vice President Kamala Harris Archived,"This is an archive of a Biden administration account, maintained by the National Archives and Records Administration.",14337542,true,true,false,27,true,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 938 (char 937)",2026-07-13T08:26:58,6c8de5148cb961692e2d479e065aeb6c10dc5f3f
X:post:933906744522280960,X:post:933906744522280960,933906744522280960,X,post,x_message_data.txt,https://x.com/lildickytweets/status/933906744522280960,,,是否应恢复或强化网络中立性规则？,net neutrality,Save net neutrality,2017-11-24T03:54:53+00:00,en,9590,35,2796,-1,1209516660,lildickytweets,Dave,"Rapper, actor, writer, director, comedian, model, 1/3 of @FKSpodcast",600343,true,true,false,3,false,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 802 (char 801)",2026-07-13T08:36:14,2ac82f6337f787fd6cf93ab6b0b66d701c383a02
X:post:2065056763146043880,X:post:2065056763146043880,2065056763146043880,X,post,x_message_data.txt,https://x.com/ZebronZames/status/2065056763146043880,,,是否应提供带薪家庭假和育儿假？,FMLA,I'm going to have to take a week of FMLA leave when LeBron retires 🥺,2026-06-11T13:01:13+00:00,en,0,0,0,53,524456341,ZebronZames,ZanceSullivan👽😈,💙✊🏾 #FuckCancer Rest Peacefully Baby #SSS💍 ⚠️ twitter is for my alter ego⚠️ 😈,829,true,true,false,15,false,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 998 (char 997)",2026-07-13T08:51:31,00ddc1009bc58c9e98355b617d2833723cd0adf1
X:post:2068345414332403845,X:post:2068345414332403845,2068345414332403845,X,post,x_message_data.txt,https://x.com/Grad_School_Hub/status/2068345414332403845,,,气候变化是否应作为公共健康问题治理？,climate health,"""I am recruiting a Ph.D. student interested in research at the intersection of climate, health, and the built environment, with an emphasis on spatial data analysis and quantitative methods, to join the Department of Geography and Atmospheric Science at the University of Kansas.",2026-06-20T14:49:09+00:00,en,8,0,1,546,1445060714041860111,Grad_School_Hub,The Graduate School Hub,Do you need Graduate School Mentorship? Please send an email to gshmentorship@gmail.com | August 2026 cohort is on! https://t.co/Z2ZC9ERIJx,52407,true,true,false,44,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 812 (char 811)",2026-07-13T09:00:40,803cb81e09ec7b88a074cf7e49d31ba710fa8f5d
X:post:1501992032419872768,X:post:1501992032419872768,1501992032419872768,X,post,x_message_data.txt,https://x.com/JoeBiden/status/1501992032419872768,,,美国是否应征收或避免征收碳税？,energy prices,"A large contributor to inflation this month was an increase in gas and energy prices as markets reacted to Putin's aggressive actions. I know that higher prices impact a family's budget, which is why I am fighting to bring down the everyday prices that are squeezing Americans.",2022-03-10T18:43:00+00:00,en,19638,5124,2935,-1,939091,JoeBiden,Joe Biden,"Husband to @DrBiden, proud father, grandfather, and great grandfather.",37899373,true,true,false,49,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 887 (char 886)",2026-07-13T09:11:20,33539c7b7cc8cd43bb8216db6f6d74dc16a6eafd
X:post:1553802416247783425,X:post:1553802416247783425,1553802416247783425,X,post,x_message_data.txt,https://x.com/BleacherReport/status/1553802416247783425,,,跨性别运动员是否应参加女子体育项目？,NCAA transgender athletes,Bill Russell will be remembered as one of the most impactful athletes in American history -1st Black head coach of any North American pro sports team -Received Presidential Medal of Freedom in 2011 -11x NBA champ (2 as coach) -5x league MVP -2x NCAA champ -Olympic gold medalist https://t.co/qSsOb45lAQ,2022-07-31T17:58:58+00:00,en,42150,266,9727,-1,890891,BleacherReport,Bleacher Report,Download the B/R App ⬇️,20335427,false,true,false,52,true,true,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 780 (char 779)",2026-07-13T09:21:54,4faf45968b6e7120f7903bef72438652f0f2dbd0
X:post:849020215811862528,X:post:849020215811862528,849020215811862528,X,post,x_message_data.txt,https://x.com/thenation/status/849020215811862528,,,高校是否应为高学费和学生债务承担更多责任？,college tuition,Bernie Sanders Just Introduced His Free College Tuition Plan https://t.co/qFEU2otoyR,2017-04-03T22:06:08+00:00,en,2996,97,1273,-1,1947301,thenation,The Nation,Founded by abolitionists in 1865. Committed to progressive journalism. Subscribe: https://t.co/iJh9hpMCwv.,1152281,true,true,false,13,true,false,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 809 (char 808)",2026-07-13T09:31:05,29249b11297ca6128d367b844fa2df5a0faffa7c
